TP66-S tip
0.00000000 0.00000000
0.00000000 0.00000000
0.00026000 -0.00074000
0.00077000 -0.00164000
0.00150000 -0.00274000
0.00283000 -0.00401000
0.00513000 -0.00557000
0.00902000 -0.00761000
0.01471000 -0.01005000
0.02147000 -0.01241000
0.02874000 -0.01450000
0.03630000 -0.01635000
0.04402000 -0.01802000
0.05183000 -0.01951000
0.05971000 -0.02085000
0.06763000 -0.02205000
0.07560000 -0.02312000
0.08360000 -0.02408000
0.09163000 -0.02495000
0.09968000 -0.02574000
0.10775000 -0.02644000
0.11582000 -0.02707000
0.12391000 -0.02765000
0.13201000 -0.02815000
0.14012000 -0.02860000
0.14824000 -0.02902000
0.15636000 -0.02937000
0.16448000 -0.02969000
0.17262000 -0.02996000
0.18075000 -0.03019000
0.18889000 -0.03039000
0.19703000 -0.03055000
0.20517000 -0.03069000
0.21332000 -0.03080000
0.22146000 -0.03087000
0.22961000 -0.03092000
0.23776000 -0.03095000
0.24591000 -0.03094000
0.25407000 -0.03092000
0.26223000 -0.03088000
0.27038000 -0.03082000
0.27854000 -0.03073000
0.28669000 -0.03063000
0.29485000 -0.03052000
0.30301000 -0.03038000
0.31117000 -0.03022000
0.31933000 -0.03005000
0.32749000 -0.02987000
0.33564000 -0.02967000
0.34381000 -0.02945000
0.35197000 -0.02922000
0.36013000 -0.02898000
0.36829000 -0.02872000
0.37645000 -0.02845000
0.38461000 -0.02816000
0.39277000 -0.02787000
0.40093000 -0.02756000
0.40909000 -0.02725000
0.41726000 -0.02692000
0.42542000 -0.02659000
0.43358000 -0.02625000
0.44175000 -0.02590000
0.44991000 -0.02555000
0.45808000 -0.02519000
0.46624000 -0.02482000
0.47440000 -0.02444000
0.48256000 -0.02405000
0.49073000 -0.02366000
0.49889000 -0.02326000
0.50705000 -0.02286000
0.51522000 -0.02245000
0.52338000 -0.02203000
0.53154000 -0.02161000
0.53970000 -0.02118000
0.54786000 -0.02074000
0.55602000 -0.02030000
0.56418000 -0.01984000
0.57233000 -0.01938000
0.58049000 -0.01891000
0.58865000 -0.01843000
0.59680000 -0.01794000
0.60496000 -0.01745000
0.61312000 -0.01695000
0.62128000 -0.01644000
0.62943000 -0.01593000
0.63760000 -0.01541000
0.64576000 -0.01489000
0.65392000 -0.01437000
0.66208000 -0.01385000
0.67024000 -0.01334000
0.67841000 -0.01282000
0.68657000 -0.01231000
0.69473000 -0.01179000
0.70289000 -0.01128000
0.71105000 -0.01077000
0.71922000 -0.01026000
0.72737000 -0.00976000
0.73554000 -0.00926000
0.74370000 -0.00877000
0.75185000 -0.00829000
0.76001000 -0.00781000
0.76817000 -0.00734000
0.77633000 -0.00687000
0.78449000 -0.00642000
0.79264000 -0.00597000
0.80080000 -0.00552000
0.80896000 -0.00509000
0.81711000 -0.00467000
0.82527000 -0.00427000
0.83343000 -0.00387000
0.84159000 -0.00348000
0.84974000 -0.00311000
0.85790000 -0.00275000
0.86605000 -0.00240000
0.87421000 -0.00207000
0.88237000 -0.00174000
0.89052000 -0.00143000
0.89867000 -0.00115000
0.90682000 -0.00089000
0.91496000 -0.00065000
0.92311000 -0.00043000
0.93126000 -0.00024000
0.93941000 -0.00006000
0.94757000 0.00009000
0.95573000 0.00022000
0.96384000 0.00034000
0.97192000 0.00038000
0.97996000 0.00033000
0.98796000 0.00019000
0.99574000 0.00002000
1.00000000 -0.00007000
