PW98 sm
0.29223000 -0.02662000
0.30112000 -0.02659000
0.31001000 -0.02655000
0.31890000 -0.02650000
0.32779000 -0.02645000
0.33664000 -0.02638000
0.34551000 -0.02629000
0.35439000 -0.02621000
0.36326000 -0.02612000
0.37214000 -0.02602000
0.38099000 -0.02591000
0.38987000 -0.02579000
0.39876000 -0.02566000
0.40765000 -0.02552000
0.41654000 -0.02538000
0.42543000 -0.02524000
0.43433000 -0.02508000
0.44323000 -0.02492000
0.45212000 -0.02474000
0.46102000 -0.02456000
0.46992000 -0.02438000
0.47881000 -0.02418000
0.48770000 -0.02398000
0.49658000 -0.02376000
0.50545000 -0.02356000
0.51429000 -0.02334000
0.52311000 -0.02312000
0.53193000 -0.02288000
0.54076000 -0.02263000
0.54960000 -0.02237000
0.55845000 -0.02210000
0.56730000 -0.02184000
0.57618000 -0.02157000
0.58507000 -0.02128000
0.59396000 -0.02099000
0.60286000 -0.02069000
0.61175000 -0.02039000
0.62063000 -0.02007000
0.62953000 -0.01975000
0.63842000 -0.01943000
0.64731000 -0.01911000
0.65620000 -0.01876000
0.66509000 -0.01841000
0.67398000 -0.01806000
0.68287000 -0.01770000
0.69176000 -0.01732000
0.70065000 -0.01694000
0.70952000 -0.01656000
0.71834000 -0.01617000
0.72712000 -0.01576000
0.73590000 -0.01537000
0.74473000 -0.01495000
0.75359000 -0.01453000
0.76243000 -0.01411000
0.77127000 -0.01367000
0.78014000 -0.01323000
0.78901000 -0.01279000
0.79790000 -0.01232000
0.80678000 -0.01185000
0.81566000 -0.01137000
0.82453000 -0.01089000
0.83341000 -0.01040000
0.84228000 -0.00990000
0.85114000 -0.00939000
0.85996000 -0.00888000
0.86873000 -0.00837000
0.87747000 -0.00786000
0.88622000 -0.00733000
0.89505000 -0.00679000
0.90392000 -0.00624000
0.91282000 -0.00569000
0.92171000 -0.00513000
0.93059000 -0.00458000
0.93946000 -0.00401000
0.94835000 -0.00343000
0.95720000 -0.00285000
0.96596000 -0.00228000
0.97459000 -0.00171000
0.98282000 -0.00115000
0.99021000 -0.00065000
0.99649000 -0.00024000
1.00000000 0.00000000
