NM20 root
0.00000000 -0.00000000
0.00000000 -0.00000000
0.00003000 -0.00034000
0.00020000 -0.00111000
0.00070000 -0.00265000
0.00132000 -0.00394000
0.00179000 -0.00465000
0.00240000 -0.00545000
0.00416000 -0.00722000
0.00842000 -0.01029000
0.01467000 -0.01350000
0.02169000 -0.01626000
0.02925000 -0.01872000
0.03689000 -0.02080000
0.04469000 -0.02262000
0.05254000 -0.02420000
0.06045000 -0.02562000
0.06839000 -0.02689000
0.07637000 -0.02800000
0.08436000 -0.02900000
0.09235000 -0.02988000
0.10038000 -0.03068000
0.10842000 -0.03139000
0.11645000 -0.03203000
0.12450000 -0.03260000
0.13256000 -0.03310000
0.14061000 -0.03354000
0.14869000 -0.03394000
0.15676000 -0.03429000
0.16484000 -0.03459000
0.17291000 -0.03483000
0.18098000 -0.03505000
0.18907000 -0.03521000
0.19715000 -0.03538000
0.20523000 -0.03548000
0.21331000 -0.03556000
0.22139000 -0.03560000
0.22946000 -0.03560000
0.23756000 -0.03558000
0.24564000 -0.03554000
0.25372000 -0.03546000
0.26179000 -0.03537000
0.26987000 -0.03524000
0.27794000 -0.03509000
0.28604000 -0.03495000
0.29411000 -0.03476000
0.30220000 -0.03458000
0.31027000 -0.03436000
0.31835000 -0.03412000
0.32643000 -0.03387000
0.33452000 -0.03362000
0.34258000 -0.03332000
0.35067000 -0.03303000
0.35875000 -0.03271000
0.36685000 -0.03238000
0.37493000 -0.03206000
0.38301000 -0.03171000
0.39109000 -0.03134000
0.39918000 -0.03097000
0.40728000 -0.03059000
0.41536000 -0.03021000
0.42345000 -0.02982000
0.43152000 -0.02940000
0.43961000 -0.02898000
0.44769000 -0.02856000
0.45576000 -0.02812000
0.46381000 -0.02771000
0.47187000 -0.02726000
0.47993000 -0.02682000
0.48801000 -0.02635000
0.49608000 -0.02588000
0.50416000 -0.02540000
0.51222000 -0.02490000
0.52030000 -0.02441000
0.52838000 -0.02392000
0.53645000 -0.02339000
0.54451000 -0.02286000
0.55259000 -0.02237000
0.56066000 -0.02183000
0.56872000 -0.02129000
0.57678000 -0.02074000
0.58483000 -0.02021000
0.59290000 -0.01966000
0.60096000 -0.01912000
0.60905000 -0.01856000
0.61714000 -0.01800000
0.62521000 -0.01744000
0.63329000 -0.01687000
0.64137000 -0.01632000
0.64945000 -0.01576000
0.65751000 -0.01520000
0.66558000 -0.01463000
0.67366000 -0.01409000
0.68175000 -0.01354000
0.68982000 -0.01301000
0.69789000 -0.01245000
0.70598000 -0.01193000
0.71406000 -0.01138000
0.72213000 -0.01085000
0.73020000 -0.01033000
0.73825000 -0.00983000
0.74632000 -0.00932000
0.75440000 -0.00881000
0.76248000 -0.00834000
0.77056000 -0.00785000
0.77865000 -0.00738000
0.78672000 -0.00692000
0.79479000 -0.00645000
0.80287000 -0.00601000
0.81095000 -0.00559000
0.81902000 -0.00517000
0.82707000 -0.00474000
0.83513000 -0.00437000
0.84322000 -0.00396000
0.85131000 -0.00360000
0.85936000 -0.00325000
0.86741000 -0.00291000
0.87548000 -0.00258000
0.88354000 -0.00228000
0.89162000 -0.00199000
0.89969000 -0.00172000
0.90776000 -0.00147000
0.91582000 -0.00124000
0.92388000 -0.00104000
0.93194000 -0.00085000
0.93999000 -0.00070000
0.94805000 -0.00057000
0.95608000 -0.00048000
0.96410000 -0.00043000
0.97212000 -0.00041000
0.98011000 -0.00046000
0.98798000 -0.00059000
0.99582000 -0.00073000
1.00000000 -0.00083000
