TP73-60 inch
0.26951809 0.05538166
0.26118784 0.05535166
0.25285759 0.05529166
0.24453734 0.05518166
0.23620709 0.05504165
0.22788684 0.05485165
0.21958659 0.05462164
0.21127634 0.05435163
0.20298609 0.05403162
0.19469584 0.05366161
0.18644559 0.05323160
0.17819535 0.05274158
0.16996510 0.05219157
0.16176485 0.05156155
0.15356461 0.05085153
0.14539436 0.05007150
0.13724412 0.04920148
0.12913387 0.04824145
0.12106363 0.04718142
0.11300339 0.04601138
0.10498315 0.04473134
0.09700291 0.04333130
0.08906267 0.04182125
0.08120244 0.04018121
0.07340220 0.03839115
0.06568197 0.03646109
0.05807174 0.03436103
0.05057152 0.03208096
0.04322130 0.02961089
0.03610108 0.02695081
0.02927088 0.02409072
0.02290069 0.02105063
0.01717052 0.01791054
0.01239037 0.01489045
0.00871026 0.01217037
0.00602018 0.00981029
0.00410012 0.00778023
0.00270008 0.00604018
0.00168005 0.00456014
0.00098003 0.00323010
0.00051002 0.00203006
0.00021001 0.00096003
0.00000000 0.00000000
0.00000000 0.00000000
0.00001000 -0.00090003
0.00028001 -0.00184006
0.00076002 -0.00282008
0.00150005 -0.00382011
0.00258008 -0.00478014
0.00399012 -0.00581017
0.00582017 -0.00695021
0.00824025 -0.00822025
0.01150035 -0.00963029
0.01586048 -0.01118034
0.02145064 -0.01281038
0.02800084 -0.01435043
0.03521106 -0.01569047
0.04281128 -0.01686051
0.05064152 -0.01784054
0.05861176 -0.01869056
0.06665200 -0.01940058
0.07479224 -0.01999060
0.08298249 -0.02051062
0.09121274 -0.02094063
0.09949298 -0.02132064
0.10778323 -0.02165065
0.11610348 -0.02194066
0.12443373 -0.02218067
0.13277398 -0.02239067
0.14114423 -0.02258068
0.14951449 -0.02275068
0.15787474 -0.02290069
0.16623499 -0.02301069
0.17461524 -0.02311069
0.18298549 -0.02318070
0.19136574 -0.02324070
0.19972599 -0.02328070
0.20809624 -0.02329070
0.21648649 -0.02328070
0.22485675 -0.02325070
0.23324700 -0.02321070
0.24162725 -0.02315069
0.25001750 -0.02307069
0.25841775 -0.02298069
0.26680800 -0.02288069
0.27518826 -0.02277068
0.28358851 -0.02263068
0.29198876 -0.02249067
0.30037901 -0.02234067
0.30877926 -0.02217067
0.31716952 -0.02200066
0.32556977 -0.02181065
0.33396002 -0.02161065
0.34235027 -0.02140064
0.35075052 -0.02117064
0.35915077 -0.02094063
0.36754103 -0.02070062
0.37594128 -0.02045061
0.38435153 -0.02019061
0.39274178 -0.01993060
0.40113203 -0.01966059
0.40952229 -0.01940058
0.41791254 -0.01912057
0.42632279 -0.01883056
0.43472304 -0.01854056
0.44314329 -0.01825055
0.45154355 -0.01795054
0.45994380 -0.01765053
0.46835405 -0.01734052
0.47675430 -0.01703051
0.48514455 -0.01671050
0.49352481 -0.01639049
0.50190506 -0.01607048
0.51028531 -0.01574047
0.51869556 -0.01541046
0.52709581 -0.01509045
0.53548606 -0.01476044
0.54386632 -0.01443043
0.55226657 -0.01410042
0.56066682 -0.01377041
0.56906707 -0.01343040
0.57747732 -0.01310039
0.58589758 -0.01276038
0.59430783 -0.01243037
0.60272808 -0.01209036
0.61112833 -0.01175035
0.61953859 -0.01142034
0.62793884 -0.01108033
0.63632909 -0.01075032
0.64472934 -0.01041031
0.65312959 -0.01008030
0.66153985 -0.00975029
0.66995010 -0.00942028
0.67837035 -0.00908027
0.68677060 -0.00875026
0.69519086 -0.00842025
0.70360111 -0.00809024
0.71200136 -0.00777023
0.72040161 -0.00745022
0.72881186 -0.00714021
0.73721212 -0.00683020
0.74561237 -0.00652020
0.75402262 -0.00622019
0.76244287 -0.00593018
0.77084313 -0.00563017
0.77924338 -0.00534016
0.78765363 -0.00506015
0.79606388 -0.00478014
0.80445413 -0.00450014
0.81284439 -0.00424013
0.82124464 -0.00397012
0.82964489 -0.00372011
0.83804514 -0.00346010
0.84644539 -0.00322010
0.85485565 -0.00299009
0.86326590 -0.00276008
0.87167615 -0.00253008
0.88007640 -0.00231007
0.88847665 -0.00210006
0.89688691 -0.00190006
0.90528716 -0.00171005
0.91367741 -0.00153005
0.92206766 -0.00136004
0.93046791 -0.00120004
0.93886817 -0.00105003
0.94724842 -0.00092003
0.95562867 -0.00080002
0.96399892 -0.00070002
0.97237917 -0.00061002
0.98068942 -0.00054002
0.98871966 -0.00049001
0.99596988 -0.00046001
1.00000000 -0.00046001
