PW75 sm
0.09900000 0.04751000
0.09107000 0.04596000
0.08320000 0.04428000
0.07549000 0.04247000
0.06789000 0.04052000
0.06050000 0.03844000
0.05332000 0.03620000
0.04634000 0.03380000
0.03974000 0.03129000
0.03354000 0.02867000
0.02786000 0.02601000
0.02282000 0.02338000
0.01847000 0.02083000
0.01479000 0.01847000
0.01177000 0.01634000
0.00931000 0.01438000
0.00731000 0.01258000
0.00566000 0.01092000
0.00432000 0.00939000
0.00324000 0.00794000
0.00237000 0.00658000
0.00166000 0.00530000
0.00107000 0.00412000
0.00060000 0.00301000
0.00026000 0.00196000
0.00006000 0.00095000
0.00000000 0.00000000
0.00000000 0.00000000
0.00011000 -0.00096000
0.00036000 -0.00196000
0.00079000 -0.00296000
0.00139000 -0.00397000
0.00218000 -0.00495000
0.00319000 -0.00590000
0.00443000 -0.00679000
0.00591000 -0.00766000
0.00765000 -0.00858000
0.00970000 -0.00956000
0.01213000 -0.01061000
0.01506000 -0.01170000
0.01864000 -0.01284000
0.02300000 -0.01408000
0.02820000 -0.01538000
0.03427000 -0.01670000
0.04107000 -0.01799000
0.04838000 -0.01919000
0.05611000 -0.02028000
0.06412000 -0.02129000
0.07227000 -0.02220000
0.08059000 -0.02301000
0.08899000 -0.02377000
0.09741000 -0.02444000
0.10593000 -0.02505000
0.11450000 -0.02560000
0.12308000 -0.02610000
0.13169000 -0.02654000
0.14036000 -0.02695000
0.14904000 -0.02731000
0.15774000 -0.02766000
0.16641000 -0.02796000
0.17515000 -0.02824000
0.18386000 -0.02849000
0.19259000 -0.02872000
0.20130000 -0.02892000
0.21006000 -0.02909000
0.21882000 -0.02924000
0.22759000 -0.02939000
0.23633000 -0.02952000
0.24509000 -0.02962000
0.25383000 -0.02970000
0.26261000 -0.02976000
0.27135000 -0.02982000
0.28004000 -0.02986000
0.28875000 -0.02989000
0.29745000 -0.02990000
0.30620000 -0.02991000
0.31499000 -0.02990000
0.32381000 -0.02989000
0.33262000 -0.02986000
0.34143000 -0.02982000
0.35024000 -0.02976000
0.35905000 -0.02970000
0.36785000 -0.02964000
0.37664000 -0.02956000
0.38545000 -0.02946000
0.39425000 -0.02936000
0.40303000 -0.02925000
0.41178000 -0.02913000
0.42053000 -0.02901000
0.42927000 -0.02887000
0.43802000 -0.02873000
0.44678000 -0.02857000
0.45558000 -0.02840000
0.46439000 -0.02824000
0.47318000 -0.02806000
0.48200000 -0.02787000
0.49082000 -0.02766000
0.49963000 -0.02745000
0.50842000 -0.02724000
0.51719000 -0.02702000
0.52597000 -0.02678000
0.53478000 -0.02654000
0.54359000 -0.02629000
0.55242000 -0.02603000
0.56124000 -0.02576000
0.57006000 -0.02548000
0.57889000 -0.02520000
0.58771000 -0.02491000
0.59653000 -0.02460000
0.60535000 -0.02430000
0.61417000 -0.02399000
0.62295000 -0.02366000
0.63174000 -0.02333000
0.64054000 -0.02300000
0.64934000 -0.02265000
0.65813000 -0.02229000
0.66689000 -0.02193000
0.67564000 -0.02156000
0.68439000 -0.02118000
0.69315000 -0.02078000
0.70194000 -0.02040000
0.71073000 -0.01999000
0.71952000 -0.01957000
0.72829000 -0.01916000
0.73706000 -0.01872000
0.74585000 -0.01828000
0.75464000 -0.01784000
0.76343000 -0.01738000
0.77221000 -0.01691000
0.78100000 -0.01641000
0.78980000 -0.01590000
0.79858000 -0.01538000
0.80731000 -0.01484000
0.81603000 -0.01428000
0.82477000 -0.01372000
0.83352000 -0.01314000
0.84230000 -0.01254000
0.85107000 -0.01193000
0.85986000 -0.01130000
0.86864000 -0.01065000
0.87745000 -0.01000000
0.88625000 -0.00933000
0.89505000 -0.00865000
0.90384000 -0.00797000
0.91263000 -0.00727000
0.92145000 -0.00656000
0.93028000 -0.00584000
0.93910000 -0.00512000
0.94789000 -0.00439000
0.95663000 -0.00366000
0.96533000 -0.00293000
0.97394000 -0.00221000
0.98224000 -0.00150000
0.98980000 -0.00085000
0.99633000 -0.00031000
1.00000000 0.00000000
