NM18 root
0.02690000 0.02574000
0.02002000 0.02182000
0.01355000 0.01753000
0.00776000 0.01280000
0.00365000 0.00840000
0.00150000 0.00501000
0.00062000 0.00269000
0.00020000 0.00117000
0.00003000 0.00036000
0.00000000 -0.00000000
0.00000000 -0.00000000
0.00003000 -0.00034000
0.00020000 -0.00111000
0.00070000 -0.00262000
0.00132000 -0.00386000
0.00179000 -0.00455000
0.00240000 -0.00532000
0.00416000 -0.00702000
0.00842000 -0.00994000
0.01467000 -0.01296000
0.02169000 -0.01553000
0.02925000 -0.01781000
0.03689000 -0.01972000
0.04469000 -0.02137000
0.05254000 -0.02280000
0.06045000 -0.02407000
0.06839000 -0.02519000
0.07637000 -0.02617000
0.08436000 -0.02704000
0.09235000 -0.02779000
0.10038000 -0.02847000
0.10842000 -0.02907000
0.11645000 -0.02960000
0.12450000 -0.03007000
0.13256000 -0.03047000
0.14061000 -0.03082000
0.14869000 -0.03113000
0.15676000 -0.03140000
0.16484000 -0.03162000
0.17291000 -0.03178000
0.18098000 -0.03194000
0.18907000 -0.03203000
0.19715000 -0.03214000
0.20523000 -0.03217000
0.21331000 -0.03220000
0.22139000 -0.03218000
0.22946000 -0.03213000
0.23756000 -0.03206000
0.24564000 -0.03197000
0.25372000 -0.03185000
0.26179000 -0.03172000
0.26987000 -0.03155000
0.27794000 -0.03136000
0.28604000 -0.03119000
0.29411000 -0.03097000
0.30220000 -0.03076000
0.31027000 -0.03051000
0.31835000 -0.03025000
0.32643000 -0.02998000
0.33452000 -0.02971000
0.34258000 -0.02939000
0.35067000 -0.02909000
0.35875000 -0.02875000
0.36685000 -0.02841000
0.37493000 -0.02808000
0.38301000 -0.02772000
0.39109000 -0.02735000
0.39918000 -0.02697000
0.40728000 -0.02659000
0.41536000 -0.02621000
0.42345000 -0.02582000
0.43152000 -0.02541000
0.43961000 -0.02499000
0.44769000 -0.02458000
0.45576000 -0.02414000
0.46381000 -0.02374000
0.47187000 -0.02330000
0.47993000 -0.02287000
0.48801000 -0.02242000
0.49608000 -0.02196000
0.50416000 -0.02150000
0.51222000 -0.02101000
0.52030000 -0.02054000
0.52838000 -0.02007000
0.53645000 -0.01956000
0.54451000 -0.01905000
0.55259000 -0.01858000
0.56066000 -0.01807000
0.56872000 -0.01756000
0.57678000 -0.01703000
0.58483000 -0.01653000
0.59290000 -0.01601000
0.60096000 -0.01550000
0.60905000 -0.01497000
0.61714000 -0.01444000
0.62521000 -0.01392000
0.63329000 -0.01339000
0.64137000 -0.01287000
0.64945000 -0.01235000
0.65751000 -0.01183000
0.66558000 -0.01130000
0.67366000 -0.01080000
0.68175000 -0.01030000
0.68982000 -0.00982000
0.69789000 -0.00930000
0.70598000 -0.00883000
0.71406000 -0.00833000
0.72213000 -0.00785000
0.73020000 -0.00738000
0.73825000 -0.00693000
0.74632000 -0.00647000
0.75440000 -0.00602000
0.76248000 -0.00561000
0.77056000 -0.00518000
0.77865000 -0.00477000
0.78672000 -0.00437000
0.79479000 -0.00397000
0.80287000 -0.00359000
0.81095000 -0.00324000
0.81902000 -0.00289000
0.82707000 -0.00254000
0.83513000 -0.00224000
0.84322000 -0.00191000
0.85131000 -0.00163000
0.85936000 -0.00136000
0.86741000 -0.00110000
0.87548000 -0.00085000
0.88354000 -0.00064000
0.89162000 -0.00044000
0.89969000 -0.00026000
0.90776000 -0.00010000
0.91582000 0.00003000
0.92388000 0.00013000
0.93194000 0.00022000
0.93999000 0.00026000
0.94805000 0.00028000
0.95608000 0.00025000
0.96410000 0.00018000
0.97212000 0.00007000
0.98011000 -0.00012000
0.98798000 -0.00039000
0.99582000 -0.00066000
1.00000000 -0.00083000
