PW51 sm
0.09465000 0.04571000
0.08676000 0.04412000
0.07901000 0.04242000
0.07141000 0.04060000
0.06400000 0.03865000
0.05683000 0.03657000
0.04993000 0.03436000
0.04338000 0.03206000
0.03725000 0.02968000
0.03163000 0.02727000
0.02659000 0.02490000
0.02219000 0.02261000
0.01839000 0.02044000
0.01517000 0.01842000
0.01245000 0.01655000
0.01016000 0.01481000
0.00823000 0.01319000
0.00660000 0.01168000
0.00521000 0.01025000
0.00404000 0.00890000
0.00305000 0.00762000
0.00222000 0.00640000
0.00152000 0.00523000
0.00097000 0.00411000
0.00053000 0.00302000
0.00022000 0.00198000
0.00005000 0.00097000
0.00000000 0.00000000
0.00000000 0.00000000
0.00011000 -0.00097000
0.00039000 -0.00196000
0.00085000 -0.00293000
0.00150000 -0.00388000
0.00231000 -0.00480000
0.00330000 -0.00569000
0.00445000 -0.00657000
0.00577000 -0.00745000
0.00729000 -0.00834000
0.00903000 -0.00926000
0.01105000 -0.01021000
0.01339000 -0.01120000
0.01615000 -0.01223000
0.01941000 -0.01332000
0.02327000 -0.01448000
0.02785000 -0.01568000
0.03320000 -0.01694000
0.03928000 -0.01819000
0.04604000 -0.01941000
0.05333000 -0.02057000
0.06101000 -0.02164000
0.06900000 -0.02263000
0.07718000 -0.02354000
0.08549000 -0.02436000
0.09391000 -0.02509000
0.10242000 -0.02576000
0.11101000 -0.02636000
0.11963000 -0.02690000
0.12830000 -0.02739000
0.13702000 -0.02783000
0.14576000 -0.02821000
0.15454000 -0.02856000
0.16336000 -0.02886000
0.17220000 -0.02915000
0.18103000 -0.02940000
0.18989000 -0.02961000
0.19874000 -0.02979000
0.20763000 -0.02994000
0.21652000 -0.03008000
0.22541000 -0.03020000
0.23433000 -0.03029000
0.24325000 -0.03036000
0.25218000 -0.03041000
0.26112000 -0.03044000
0.27007000 -0.03046000
0.27899000 -0.03047000
0.28791000 -0.03045000
0.29682000 -0.03040000
0.30572000 -0.03036000
0.31463000 -0.03030000
0.32354000 -0.03023000
0.33241000 -0.03015000
0.34126000 -0.03005000
0.35012000 -0.02993000
0.35903000 -0.02981000
0.36793000 -0.02968000
0.37683000 -0.02954000
0.38571000 -0.02939000
0.39458000 -0.02922000
0.40345000 -0.02905000
0.41233000 -0.02885000
0.42121000 -0.02866000
0.43011000 -0.02846000
0.43905000 -0.02825000
0.44798000 -0.02803000
0.45691000 -0.02779000
0.46587000 -0.02754000
0.47482000 -0.02729000
0.48378000 -0.02704000
0.49272000 -0.02678000
0.50166000 -0.02649000
0.51064000 -0.02620000
0.51962000 -0.02591000
0.52858000 -0.02561000
0.53754000 -0.02530000
0.54648000 -0.02499000
0.55542000 -0.02466000
0.56439000 -0.02431000
0.57337000 -0.02397000
0.58233000 -0.02362000
0.59128000 -0.02326000
0.60020000 -0.02290000
0.60913000 -0.02252000
0.61808000 -0.02213000
0.62700000 -0.02176000
0.63591000 -0.02136000
0.64482000 -0.02096000
0.65371000 -0.02055000
0.66258000 -0.02014000
0.67142000 -0.01971000
0.68026000 -0.01930000
0.68913000 -0.01886000
0.69805000 -0.01842000
0.70700000 -0.01797000
0.71596000 -0.01751000
0.72491000 -0.01703000
0.73386000 -0.01657000
0.74281000 -0.01609000
0.75177000 -0.01560000
0.76071000 -0.01511000
0.76962000 -0.01461000
0.77850000 -0.01412000
0.78734000 -0.01360000
0.79619000 -0.01310000
0.80506000 -0.01257000
0.81397000 -0.01204000
0.82291000 -0.01149000
0.83187000 -0.01095000
0.84083000 -0.01040000
0.84978000 -0.00983000
0.85873000 -0.00927000
0.86769000 -0.00870000
0.87664000 -0.00813000
0.88560000 -0.00755000
0.89457000 -0.00696000
0.90354000 -0.00637000
0.91253000 -0.00578000
0.92151000 -0.00518000
0.93047000 -0.00460000
0.93941000 -0.00399000
0.94834000 -0.00338000
0.95721000 -0.00279000
0.96599000 -0.00221000
0.97460000 -0.00163000
0.98279000 -0.00109000
0.99014000 -0.00060000
0.99643000 -0.00021000
1.00000000 0.00000000
